[ID],Year,Institution,state,Tot Lic/Opt Exe,St-Ups Formed,Gross Lic Inc
95240,1992,Univ. of Rochester,NY,13,,"$3,953,605 "
95045,1993,Columbia University,NY,21,,"$21,088,217 "
95048,1993,Cornell Research Fndtn. Inc.,NY,71,,"$1,863,821 "
95071,1993,Health Research Inc.,NY,2,,"$4,557,500 "
95120,1993,New York Medical College,NY,0,,"$46,999 "
95121,1993,New York University Medical Center,NY,,,"$1,500,000 "
95160,1993,Sloan Kettering Institute for Cancer Res.,NY,11,,"$28,580,000 "
95169,1993,Syracuse University,NY,14,,"$101,974 "
95168,1993,The Research Foundation of SUNY,NY,19,,"$476,647 "
95240,1993,Univ. of Rochester,NY,9,,"$3,790,318 "
95045,1994,Columbia University,NY,39,1,"$26,746,141 "
95071,1994,Health Research Inc.,NY,7,0,"$4,992,972 "
95120,1994,New York Medical College,NY,1,0,"$31,263 "
95121,1994,New York University Medical Center,NY,,0,"$2,000,000 "
95160,1994,Sloan Kettering Institute for Cancer Res.,NY,7,0,"$31,500,000 "
95169,1994,Syracuse University,NY,8,1,"$102,350 "
95168,1994,The Research Foundation of SUNY,NY,40,2,"$831,780 "
95240,1994,Univ. of Rochester,NY,10,0,"$4,904,405 "
95045,1995,Columbia University,NY,68,0,"$34,194,811 "
95071,1995,Health Research Inc.,NY,10,0,"$5,219,000 "
95077,1995,Hunter College of CUNY,NY,0,0,$0 
95119,1995,New York Blood Center,NY,10,2,"$22,000,000 "
95120,1995,New York Medical College,NY,4,0,"$22,864 "
95121,1995,New York University Medical Center,NY,,0,"$800,000 "
95160,1995,Sloan Kettering Institute for Cancer Res.,NY,15,0,"$33,114,102 "
95169,1995,Syracuse University,NY,1,1,"$170,413 "
95168,1995,The Research Foundation of SUNY,NY,38,3,"$610,846 "
95240,1995,Univ. of Rochester,NY,4,0,"$4,104,449 "
95045,1996,Columbia University,NY,61,1,"$40,631,982 "
95048,1996,Cornell Research Fndtn. Inc.,NY,64,3,"$2,167,004 "
95071,1996,Health Research Inc.,NY,11,0,"$5,310,800 "
95077,1996,Hunter College of CUNY,NY,0,0,$0 
95119,1996,New York Blood Center,NY,13,0,"$23,000,000 "
95120,1996,New York Medical College,NY,4,0,"$16,321 "
95121,1996,New York University,NY,,1,"$700,000 "
95160,1996,Sloan Kettering Institute for Cancer Res.,NY,23,1,"$45,179,794 "
95169,1996,Syracuse University,NY,1,0,"$184,063 "
95168,1996,The Research Foundation of SUNY,NY,54,7,"$1,186,091 "
95240,1996,Univ. of Rochester,NY,8,0,"$3,763,542 "
95045,1997,Columbia University,NY,112,4,"$50,287,528 "
95048,1997,Cornell Research Fndtn. Inc.,NY,76,3,"$3,759,151 "
95071,1997,Health Research Inc.,NY,8,0,"$7,048,383 "
95119,1997,New York Blood Center,NY,6,,"$32,000,000 "
95120,1997,New York Medical College,NY,4,0,"$13,538 "
95121,1997,New York University,NY,17,,"$2,100,000 "
95160,1997,Sloan Kettering Institute for Cancer Res.,NY,31,1,"$36,321,090 "
95169,1997,Syracuse University,NY,3,0,"$236,892 "
95168,1997,The Research Foundation of SUNY,NY,46,5,"$7,613,787 "
95002,1998,Albert Einstein College of Med./Yeshiva,NY,35,2,"$1,625,000 "
95045,1998,Columbia University,NY,112,5,"$66,018,329 "
95048,1998,Cornell Research Fndtn. Inc.,NY,84,4,"$4,800,000 "
95071,1998,Health Research Inc.,NY,7,0,"$6,996,742 "
95050,1998,Mount Sinai School of Medicine of NYU,NY,2,0,"$809,491 "
95120,1998,New York Medical College,NY,5,0,"$108,891 "
95121,1998,New York University,NY,,0,"$2,500,000 "
95160,1998,Sloan Kettering Institute for Cancer Res.,NY,24,1,"$38,332,293 "
95169,1998,Syracuse University,NY,5,2,"$121,438 "
95168,1998,The Research Foundation of SUNY,NY,38,7,"$12,131,553 "
95240,1998,Univ. of Rochester,NY,14,0,"$4,054,820 "
95045,1999,Columbia University,NY,98,5,"$95,799,615 "
95048,1999,Cornell Research Fndtn. Inc.,NY,150,4,"$6,400,000 "
95071,1999,Health Research Inc.,NY,7,0,"$6,996,742 "
95073,1999,Hospital for Special Surgery,NY,0,0,"$5,587,603 "
95050,1999,Mount Sinai School of Medicine of NYU,NY,12,0,"$1,113,531 "
95119,1999,New York Blood Center,NY,6,0,"$35,000,000 "
95120,1999,New York Medical College,NY,3,2,"$87,589 "
95121,1999,New York University,NY,,2,"$10,700,000 "
95160,1999,Sloan Kettering Institute for Cancer Res.,NY,22,1,"$43,069,332 "
95169,1999,Syracuse University,NY,1,0,"$112,529 "
95168,1999,The Research Foundation of SUNY,NY,46,3,"$13,565,341 "
95240,1999,Univ. of Rochester,NY,5,1,"$2,994,170 "
95045,2000,Columbia University,NY,46,7,"$148,938,057 "
95048,2000,Cornell Research Fndtn. Inc.,NY,63,3,"$5,950,000 "
95071,2000,Health Research Inc.,NY,7,1,"$4,579,000 "
95073,2000,Hospital for Special Surgery,NY,5,0,"$3,192,311 "
95050,2000,Mount Sinai School of Medicine of NYU,NY,12,0,"$1,872,229 "
95120,2000,New York Medical College,NY,7,1,"$132,300 "
95121,2000,New York University,NY,18,7,"$8,484,044 "
95160,2000,Sloan Kettering Institute for Cancer Res.,NY,19,0,"$45,563,343 "
95169,2000,Syracuse University,NY,2,0,"$188,518 "
95168,2000,The Research Foundation of SUNY,NY,35,4,"$16,523,098 "
95240,2000,Univ. of Rochester,NY,11,2,"$13,399,748 "
95045,2001,Columbia University,NY,67,7,"$143,342,000 "
95048,2001,Cornell Research Fdn. Inc.,NY,76,1,"$12,260,000 "
95071,2001,Health Research Inc.,NY,8,0,"$9,500,000 "
95073,2001,Hospital for Special Surgery,NY,0,0,"$2,036,295 "
95050,2001,Mount Sinai School of Medicine of NYU,NY,10,2,"$2,566,052 "
95121,2001,New York University,NY,24,2,"$25,691,655 "
95160,2001,Sloan Kettering Institute for Cancer Res.,NY,20,1,"$48,149,111 "
95168,2001,The Research Foundation of SUNY,NY,39,5,"$14,666,539 "
95240,2001,Univ. of Rochester,NY,8,1,"$29,589,000 "
95045,2002,Columbia Univ.,NY,55,8,"$168,097,058 "
95048,2002,Cornell Research Fdn. Inc.,NY,82,4,"$2,918,000 "
95071,2002,Health Research Inc.-NY Health Dept. - Roswell Park Cancer Inst.,NY,8,0,"$5,653,000 "
95050,2002,Mount Sinai School of Medicine of NYU,NY,12,2,"$2,060,000 "
95121,2002,New York Univ.,NY,19,1,"$62,700,209 "
95142,2002,Rensselaer Polytechnic Inst.,NY,6,1,"$8,000 "
95160,2002,Sloan Kettering Inst. for Cancer Res.,NY,21,1,"$54,430,769 "
95168,2002,The Research Foundation of SUNY,NY,32,6,"$17,608,488 "
95240,2002,Univ. of Rochester,NY,7,4,"$42,095,533 "
95048,2003,Cornell Research Fdn. Inc.,NY,50,13,"$3,293,000 "
95071,2003,Health Research Inc.-NY Health Dept. - Roswell Park Cancer Inst.,NY,0,0,"$1,555,000 "
95073,2003,Hospital for Special Surgery,NY,4,0,"$2,492,904 "
95050,2003,Mount Sinai School of Medicine of NYU,NY,8,0,"$2,917,688 "
95119,2003,New York Blood Ctr.,NY,7,,"$60,000,000 "
95121,2003,New York Univ.,NY,24,4,"$85,946,382 "
95142,2003,Rensselaer Polytechnic Inst.,NY,9,2,"$59,500 "
95160,2003,Sloan Kettering Inst. for Cancer Res.,NY,29,0,"$74,089,962 "
95168,2003,The Research Foundation of SUNY,NY,34,4,"$13,726,454 "
95240,2003,Univ. of Rochester,NY,12,2,"$26,741,537 "
95048,2004,Cornell Research Fdn. Inc.,NY,80,6,"$7,400,000 "
95071,2004,Health Research Inc.-NY Health Dept. - Roswell Park Cancer Inst.,NY,4,0,"$2,179,300 "
95073,2004,Hospital for Special Surgery,NY,2,0,"$3,123,580 "
95050,2004,Mount Sinai School of Medicine of NYU,NY,13,1,"$6,991,494 "
95119,2004,New York Blood Ctr.,NY,7,0,"$54,000,000 "
95121,2004,New York Univ.,NY,30,4,"$109,157,450 "
95142,2004,Rensselaer Polytechnic Inst.,NY,11,4,"$154,739 "
95160,2004,Sloan Kettering Inst. for Cancer Res.,NY,28,4,"$75,720,358 "
95168,2004,The Research Foundation of SUNY,NY,50,7,"$13,418,439 "
95240,2004,Univ. of Rochester,NY,23,7,"$33,736,882 "
95048,2005,Cornell Research Fdn. Inc.,NY,79,5,"$3,952,000 "
95071,2005,Health Research Inc.-NY Health Dept. - Roswell Park Cancer Inst.,NY,9,0,"$2,893,000 "
95073,2005,Hospital for Special Surgery,NY,4,2,"$3,932,377 "
95050,2005,Mount Sinai School of Medicine of NYU,NY,12,0,"$16,842,054 "
95121,2005,New York Univ.,NY,34,3,"$133,774,915 "
95142,2005,Rensselaer Polytechnic Inst.,NY,14,2,"$193,132 "
95160,2005,Sloan Kettering Inst. for Cancer Res.,NY,31,2,"$66,619,610 "
95168,2005,The Research Foundation of SUNY,NY,84,6,"$13,592,373 "
95240,2005,Univ. of Rochester,NY,25,5,"$30,470,068 "
95048,2006,Cornell Research Fdn. Inc.,NY,49,6,"$6,125,000 "
95071,2006,Health Research Inc. - NYS Department of Health,NY,2,0,"$1,827,000 "
95050,2006,Mount Sinai School of Medicine of NYU,NY,7,1,"$20,169,293 "
95121,2006,New York Univ.,NY,36,5,"$157,412,824 "
95142,2006,Rensselaer Polytechnic Inst.,NY,18,2,"$257,102 "
95160,2006,Sloan Kettering Inst. for Cancer Res.,NY,28,5,"$43,338,517 "
95168,2006,The Research Foundation of SUNY,NY,44,12,"$10,837,438 "
95240,2006,Univ. of Rochester,NY,24,7,"$38,016,557 "
95002,2007,Albert Einstein College of Med/Yeshiva Univ.,NY,8,2,"$1,975,404 "
95045,2007,Columbia Univ.,NY,56,12,"$135,632,417 "
95048,2007,Cornell Research Fdn. Inc.,NY,34,2,"$5,208,000 "
95071,2007,Health Research Inc. - NYS Department of Health,NY,3,0,"$2,970,000 "
95050,2007,Mount Sinai School of Medicine of NYU,NY,11,1,"$23,590,318 "
95121,2007,New York Univ.,NY,38,6,"$791,210,587 "
95142,2007,Rensselaer Polytechnic Inst.,NY,11,1,"$857,899 "
95160,2007,Sloan Kettering Inst. for Cancer Res.,NY,,0, 
95168,2007,The Research Foundation of SUNY,NY,57,9,"$10,189,593 "
95240,2007,Univ. of Rochester,NY,12,2,"$53,336,965 "
95002,2008,Albert Einstein College of Med/Yeshiva Univ.,NY,4,1,"$2,034,755 "
95045,2008,Columbia Univ.,NY,36,10,"$134,273,996 "
95048,2008,Cornell Research Fdn. Inc.,NY,46,5,"$6,928,171 "
95071,2008,Health Research Inc. - NYS Department of Health,NY,1,0,"$3,008,000 "
95050,2008,Mount Sinai School of Medicine of NYU,NY,14,0,"$31,390,804 "
95121,2008,New York Univ.,NY,40,6,"$104,254,314 "
95142,2008,Rensselaer Polytechnic Inst.,NY,10,1,"$517,964 "
95160,2008,Sloan Kettering Inst. for Cancer Res.,NY,28,4,"$210,859,462 "
95168,2008,The Research Foundation of SUNY,NY,56,10,"$19,059,357 "
95240,2008,Univ. of Rochester,NY,18,6,"$72,264,249 "
95002,2009,Albert Einstein College of Med/Yeshiva Univ.,NY,10,2,"$2,966,838 "
95045,2009,Columbia Univ.,NY,51,13,"$154,257,579 "
95048,2009,Cornell Research Fdn. Inc.,NY,23,3,"$5,100,407 "
95050,2009,Mount Sinai School of Medicine of NYU,NY,8,0,"$25,081,703 "
95121,2009,New York Univ.,NY,38,5,"$113,110,437 "
95142,2009,Rensselaer Polytechnic Inst.,NY,10,1,"$722,881 "
95160,2009,Sloan Kettering Inst. for Cancer Res.,NY,38,1,"$136,797,681 "
95168,2009,The Research Foundation of SUNY,NY,49,5,"$16,205,537 "
95240,2009,Univ. of Rochester,NY,15,2,"$46,025,270 "
95002,2010,Albert Einstein College of Med/Yeshiva Univ.,NY,13,2,"$6,496,431 "
95045,2010,Columbia Univ.,NY,61,12,"$147,237,631 "
95048,2010,Cornell University,NY,37,12,"$11,579,905 "
95050,2010,Mount Sinai School of Medicine of NYU,NY,24,1,"$15,381,631 "
95121,2010,New York Univ.,NY,40,6,"$178,389,513 "
95142,2010,Rensselaer Polytechnic Inst.,NY,8,2,"$1,070,643 "
95160,2010,Sloan Kettering Inst. for Cancer Res.,NY,26,1,"$139,370,332 "
95168,2010,The Research Foundation of SUNY,NY,50,5,"$13,124,377 "
95240,2010,Univ. of Rochester,NY,19,5,"$41,664,036 "
95002,2011,Albert Einstein College of Med/Yeshiva Univ.,NY,13,1,"$4,356,987 "
95045,2011,Columbia Univ.,NY,76,15,"$146,319,455 "
95048,2011,Cornell University,NY,162,10,"$8,503,975 "
95050,2011,Mount Sinai School of Medicine,NY,10,0,"$25,919,937 "
95119,2011,New York Blood Ctr.,NY,2,0,"$4,765,550 "
95121,2011,New York Univ.,NY,36,9,"$142,202,157 "
95142,2011,Rensselaer Polytechnic Inst.,NY,8,2,"$1,160,735 "
95168,2011,Reseach Foundation of State University of New York,NY,37,8,"$12,564,412 "
95160,2011,Sloan Kettering Inst. for Cancer Res.,NY,39,5,"$172,830,202 "
95240,2011,Univ. of Rochester,NY,33,2,"$41,813,373 "
95002,2012,Albert Einstein College of Med/Yeshiva Univ.,NY,15,,"$4,746,014 "
95045,2012,Columbia Univ.,NY,80,15,"$161,748,043 "
95048,2012,Cornell University,NY,182,7,"$9,606,906 "
95160,2012,Memorial Sloan-Kettering Cancer Center,NY,40,2,"$143,200,090 "
95050,2012,Mount Sinai School of Medicine,NY,25,0,"$75,993,197 "
95119,2012,New York Blood Ctr.,NY,2,0,"$4,236,497 "
95121,2012,New York Univ.,NY,42,7,"$184,632,915 "
95142,2012,Rensselaer Polytechnic Inst.,NY,6,3,"$1,170,957 "
95148,2012,Rochester Inst. of Technology,NY,7,1,"$201,045 "
95168,2012,The Research Foundation for The State University of New York,NY,55,10,"$10,540,396 "
95240,2012,Univ. of Rochester,NY,26,1,"$39,436,018 "
95002,2013,Albert Einstein College of Med/Yeshiva Univ.,NY,19,4,"$3,442,097 "
97017,2013,Boyce Thompson Inst. for Plant Research,NY,2,0,"$69,575 "
95045,2013,Columbia Univ.,NY,89,14,"$146,296,962 "
95048,2013,Cornell University,NY,162,8,"$7,852,122 "
95073,2013,Hospital for Special Surgery,NY,9,0,"$3,092,442 "
95160,2013,Memorial Sloan Kettering Cancer Center,NY,43,2,"$148,457,432 "
95050,2013,Mount Sinai School of Medicine,NY,45,2,"$41,038,042 "
95121,2013,New York Univ.,NY,40,8,"$214,202,807 "
95148,2013,Rochester Inst. of Technology,NY,2,0,"$234,000 "
95149,2013,Rockefeller Univ.,NY,37,2,"$33,684,000 "
95168,2013,The Research Foundation for The State University of New York,NY,39,4,"$8,819,142 "
95029,1991,Case Western Reserve University,OH,7,,"$613,000 "
95128,1991,Ohio State University,OH,16,,"$1,600,000 "
95191,1991,Univ. of Cincinnati,OH,12,,"$529,795 "
95194,1991,Univ. of Dayton,OH,4,,"$235,000 "
95029,1992,Case Western Reserve University,OH,9,,"$469,000 "
95128,1992,Ohio State University,OH,30,,"$1,200,000 "
95191,1992,Univ. of Cincinnati,OH,10,,"$458,004 "
95194,1992,Univ. of Dayton,OH,9,,"$218,000 "
95029,1993,Case Western Reserve University,OH,7,,"$554,361 "
95041,1993,Cleveland Clinic Foundation,OH,13,,"$296,214 "
95105,1993,Miami University,OH,0,,$0 
95128,1993,Ohio State University,OH,20,,"$1,108,620 "
95129,1993,Ohio University,OH,5,,"$8,500 "
95180,1993,Univ. of Akron,OH,10,,"$100,000 "
95191,1993,Univ. of Cincinnati,OH,5,,"$1,300,693 "
95194,1993,Univ. of Dayton,OH,5,,"$220,680 "
95029,1994,Case Western Reserve University,OH,25,3,"$656,530 "
95101,1994,Medical College of Ohio,OH,3,0,"$56,735 "
95128,1994,Ohio State University,OH,21,0,"$1,121,890 "
95129,1994,Ohio University,OH,4,0,"$12,000 "
95180,1994,Univ. of Akron,OH,9,0,"$112,435 "
95191,1994,Univ. of Cincinnati,OH,7,1,"$1,976,884 "
95194,1994,Univ. of Dayton,OH,7,0,"$504,246 "
95029,1995,Case Western Reserve University,OH,15,1,"$217,358 "
95041,1995,Cleveland Clinic Foundation,OH,7,0,"$514,303 "
95101,1995,Medical College of Ohio,OH,2,0,"$50,311 "
95128,1995,Ohio State University,OH,32,0,"$1,275,550 "
95129,1995,Ohio University,OH,5,1,"$12,503 "
95180,1995,Univ. of Akron,OH,5,0,"$56,800 "
95191,1995,Univ. of Cincinnati,OH,8,0,"$1,901,972 "
95194,1995,Univ. of Dayton,OH,5,1,"$299,031 "
95281,1995,Wright State University,OH,1,0,"$11,111 "
95029,1996,Case Western Reserve University,OH,10,1,"$543,397 "
95041,1996,Cleveland Clinic Foundation,OH,8,0,"$602,000 "
95090,1996,Kent State University,OH,1,0,"$113,300 "
95101,1996,Medical College of Ohio,OH,2,0,"$191,162 "
95128,1996,Ohio State University,OH,12,0,"$1,096,700 "
95129,1996,Ohio University,OH,1,0,"$874,262 "
95180,1996,Univ. of Akron,OH,5,0,"$359,700 "
95191,1996,Univ. of Cincinnati,OH,7,0,"$2,207,682 "
95194,1996,Univ. of Dayton,OH,2,0,"$265,636 "
95281,1996,Wright State University,OH,1,0,"$24,897 "
95029,1997,Case Western Reserve University,OH,6,0,"$196,540 "
95041,1997,Cleveland Clinic Foundation,OH,7,0,"$716,547 "
95090,1997,Kent State University,OH,2,0,"$368,180 "
95101,1997,Medical College of Ohio,OH,1,0,"$23,661 "
95128,1997,Ohio State University,OH,14,2,"$2,232,671 "
95129,1997,Ohio University,OH,2,1,"$75,108 "
95180,1997,Univ. of Akron,OH,3,0,"$175,831 "
95191,1997,Univ. of Cincinnati,OH,8,1,"$2,664,497 "
95194,1997,Univ. of Dayton,OH,2,0,"$819,867 "
95281,1997,Wright State University,OH,9,0,"$133,164 "
95029,1998,Case Western Reserve University,OH,7,0,"$1,244,000 "
96008,1998,Children's Hospital Cincinnati,OH,2,1,"$233,137 "
95041,1998,Cleveland Clinic Foundation,OH,15,0,"$1,771,562 "
95090,1998,Kent State University,OH,3,0,"$298,222 "
95101,1998,Medical College of Ohio,OH,1,0,"$32,026 "
95128,1998,Ohio State University,OH,16,0,"$1,758,533 "
95129,1998,Ohio University,OH,2,0,"$636,884 "
95180,1998,Univ. of Akron,OH,2,0,"$149,444 "
95191,1998,Univ. of Cincinnati,OH,7,1,"$3,269,292 "
95194,1998,Univ. of Dayton,OH,2,0,"$753,396 "
95281,1998,Wright State University,OH,4,0,"$172,579 "
95029,1999,Case Western Reserve University,OH,10,3,"$505,192 "
96008,1999,Children's Hospital Cincinnati,OH,3,0,"$315,459 "
95041,1999,Cleveland Clinic Foundation,OH,3,0,"$1,995,522 "
95090,1999,Kent State University,OH,3,1,"$147,159 "
95101,1999,Medical College of Ohio,OH,0,0,"$22,991 "
95128,1999,Ohio State University,OH,26,0,"$1,626,000 "
95129,1999,Ohio University,OH,0,0,"$635,611 "
95180,1999,Univ. of Akron,OH,7,1,"$244,056 "
95191,1999,Univ. of Cincinnati,OH,15,4,"$3,905,945 "
95194,1999,Univ. of Dayton,OH,2,1,"$567,535 "
95281,1999,Wright State University,OH,4,0,"$18,525 "
95029,2000,Case Western Reserve University,OH,5,1,"$1,244,576 "
96008,2000,Children's Hospital Cincinnati,OH,7,0,"$514,608 "
95041,2000,Cleveland Clinic Foundation,OH,11,1,"$1,461,623 "
95090,2000,Kent State University,OH,4,3,"$161,348 "
95101,2000,Medical College of Ohio,OH,0,0,"$26,666 "
95128,2000,Ohio State University,OH,29,2,"$1,808,123 "
95129,2000,Ohio University,OH,0,0,"$73,566 "
95180,2000,Univ. of Akron,OH,2,0,"$289,000 "
95191,2000,Univ. of Cincinnati,OH,14,3,"$4,716,251 "
95194,2000,Univ. of Dayton,OH,0,0,"$412,688 "
95281,2000,Wright State University,OH,3,0,"$40,235 "
95015,2001,Bowling Green State University,OH,0,0,$0 
95029,2001,Case Western Reserve University,OH,5,1,"$2,020,617 "
96008,2001,Children's Hospital Cincinnati,OH,12,0,"$1,219,677 "
95041,2001,Cleveland Clinic Foundation,OH,13,2,"$3,157,565 "
95090,2001,Kent State University,OH,5,2,"$429,000 "
95128,2001,Ohio State University,OH,34,8,"$1,465,461 "
95129,2001,Ohio University,OH,1,0,"$80,217 "
95180,2001,Univ. of Akron,OH,0,1,"$272,248 "
95191,2001,Univ. of Cincinnati,OH,15,3,"$5,387,024 "
95194,2001,Univ. of Dayton Research Institute,OH,2,0,"$390,370 "
95281,2001,Wright State University,OH,7,0,"$149,135 "
95015,2002,Bowling Green State Univ.,OH,0,0,$0 
95029,2002,Case Western Reserve Univ.,OH,10,1,"$3,032,919 "
96008,2002,Children's Hospital Cincinnati,OH,11,0,"$1,185,975 "
95041,2002,Cleveland Clinic Fdn.,OH,12,3,"$3,348,503 "
95090,2002,Kent State Univ.,OH,5,0,"$360,000 "
95101,2002,Medical College of Ohio,OH,4,0,"$118,412 "
95128,2002,Ohio State Univ.,OH,15,8,"$828,302 "
95129,2002,Ohio Univ.,OH,2,1,"$89,416 "
95180,2002,Univ. of Akron,OH,7,2,"$319,280 "
95191,2002,Univ. of Cincinnati,OH,14,1,"$6,535,853 "
95194,2002,Univ. of Dayton Research Inst.,OH,1,0,"$318,989 "
95253,2002,Univ. of Toledo,OH,2,1,"$5,957 "
95281,2002,Wright State Univ.,OH,5,1,"$115,865 "
95015,2003,Bowling Green State Univ.,OH,0,0,$0 
95029,2003,Case Western Reserve Univ.,OH,15,2,"$10,002,861 "
96008,2003,Children's Hospital Cincinnati,OH,12,2,"$1,519,945 "
95041,2003,Cleveland Clinic Fdn.,OH,22,3,"$3,020,415 "
95090,2003,Kent State Univ.,OH,5,0,"$735,400 "
95101,2003,Medical College of Ohio,OH,1,0,"$30,694 "
95105,2003,Miami Univ.,OH,,,"$452,316 "
95128,2003,Ohio State Univ.,OH,42,4,"$565,877 "
95129,2003,Ohio Univ.,OH,2,0,"$65,994 "
95180,2003,Univ. of Akron,OH,5,2,"$636,499 "
95191,2003,Univ. of Cincinnati,OH,17,0,"$1,220,126 "
95194,2003,Univ. of Dayton Research Inst.,OH,3,1,"$168,692 "
95253,2003,Univ. of Toledo,OH,3,0,"$41,607 "
95281,2003,Wright State Univ.,OH,1,0,"$65,892 "
95015,2004,Bowling Green State Univ.,OH,0,0,$0 
95029,2004,Case Western Reserve Univ.,OH,18,4,"$11,028,447 "
96008,2004,Children's Hospital Cincinnati,OH,17,3,"$2,730,861 "
95041,2004,Cleveland Clinic Fdn.,OH,32,5,"$2,733,309 "
95090,2004,Kent State Univ.,OH,1,0,"$417,280 "
95101,2004,Medical College of Ohio,OH,0,0,"$42,822 "
95105,2004,Miami Univ.,OH,1,0,"$500,000 "
95128,2004,Ohio State Univ.,OH,30,6,"$630,056 "
95129,2004,Ohio Univ.,OH,1,0,"$2,400,661 "
95180,2004,Univ. of Akron,OH,4,2,"$485,874 "
95191,2004,Univ. of Cincinnati,OH,10,1,"$230,708 "
95194,2004,Univ. of Dayton Research Inst.,OH,4,2,"$208,977 "
95253,2004,Univ. of Toledo,OH,7,2,"$95,223 "
95281,2004,Wright State Univ.,OH,0,0,"$30,380 "
95015,2005,Bowling Green State Univ.,OH,1,0,$0 
95029,2005,Case Western Reserve Univ.,OH,26,4,"$8,355,516 "
96008,2005,Children's Hospital Cincinnati,OH,20,0,"$1,961,058 "
95041,2005,Cleveland Clinic Fdn.,OH,33,4,"$9,899,012 "
95090,2005,Kent State Univ.,OH,2,0,"$578,659 "
95101,2005,Medical University of Ohio at Toledo,OH,1,0,"$74,805 "
95105,2005,Miami Univ.,OH,6,0,"$633,500 "
95128,2005,Ohio State Univ.,OH,19,2,"$696,000 "
95129,2005,Ohio Univ.,OH,1,0,"$2,687,000 "
95180,2005,Univ. of Akron,OH,7,4,"$599,405 "
95191,2005,Univ. of Cincinnati,OH,17,0,"$808,986 "
95194,2005,Univ. of Dayton Research Inst.,OH,4,2,"$222,177 "
95253,2005,Univ. of Toledo,OH,11,2,"$672,802 "
95281,2005,Wright State Univ.,OH,3,0,"$51,446 "
95015,2006,Bowling Green State Univ.,OH,0,0,$0 
95029,2006,Case Western Reserve Univ.,OH,37,4,"$10,794,377 "
96008,2006,Children's Hospital Cincinnati,OH,21,3,"$3,137,922 "
95041,2006,Cleveland Clinic Fdn.,OH,25,3,"$6,150,576 "
